title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree
Content Writing,Zealopus,Work From Home,Immediately,2,7000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",11-09-25,MTech
Human Resource,Magpie Placement Services,Work From Home,Immediately,2,5000,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",05-11-25,MBA
Digital Marketing,Data Analytics Bhubaneswar,Work From Home,Immediately,2,4000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",24-11-25,BBA
Mobile App Development,BnB Developers,Work From Home,Immediately,2,1000,No,Remote,Rural,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",27-09-25,BCA
Video Making/Editing,Vani Gulati,Work From Home,Immediately,2,1000,No,Remote,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",19-09-25,MBA
Social Media Marketing,Jivichem Synthesis Private Limited,Work From Home,Immediately,2,3000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",14-09-25,BA
Machine Learning,Jivichem Synthesis Private Limited,Work From Home,Immediately,2,22000,Yes,Remote,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",02-11-25,BSc
Research And Documentation,Global SDG 7 Hubs - An Initiative Of SELCO Foundation,Bangalore,Immediately,2,12000,No,Hybrid,Urban,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",14-09-25,BCom
Campus Ambassador,AssignInc Solution Private Limited,Jaipur,Immediately,2,Performance Based,Yes,Hybrid,Urban,Marketing,"Marketing, Communication, Networking, Leadership",16-09-25,MBA
Content Writing,Jai Bhairavi Creation,Chennai,Immediately,2,8000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",11-10-25,MTech
Human Resources (HR),Aakar Abhinav Consultant Private Limited,Navi Mumbai,Immediately,2,10000,No,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",24-10-25,MBA
Mental Health Project Management,Saday,Work From Home,Immediately,2,Unpaid,Yes,Hybrid,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",29-11-25,MBA
Marketing,Ogni Capital Partners,Kondapur,Immediately,2,7500,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",12-10-25,BA
Video Creation & Editing,Perky,Work From Home,Immediately,2,12000,Yes,Onsite,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",09-10-25,MA
Operations,Redwolf,Delhi,Immediately,2," 3,000 /week",No,Remote,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",25-11-25,MCom
Corporate Communication Design,Peoples Literature Publications OPC Private Limited,Mumbai,Immediately,2,8000,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",13-09-25,MCom
Marketing,Impala Ventures,Work From Home,Immediately,2,7500,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",12-10-25,BBA
Ecommerce SEO Analyst,WhiteSERP,Work From Home,Immediately,2,3000,Yes,Onsite,Rural,Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization, E-commerce Management, Product Listing",11-11-25,BA
Business Development (Sales),Kreative Machinez,Kolkata,Immediately,6,8000,Yes,Onsite,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",03-11-25,MSc
Climate Change Learning Design,Farhan Jamil,Work From Home,Immediately,6,4000,Yes,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",07-11-25,MBA
SEO Trainee,Avyanna Network Private Limited,Work From Home,Immediately,6,1000,No,Remote,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, SEO, Keyword Research",03-10-25,MSc
Video Editing,Prisha Production,Ahmedabad,Immediately,6,10000,Yes,Onsite,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",28-09-25,BA
Business Development (Sales),Rivotta Private Limited,Gurgaon,Immediately,6,10000,Yes,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",13-09-25,MSc
Environmental Operations Management,Envirosense Compliances Private Limited,Work From Home,Immediately,6,5000,No,Remote,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",06-10-25,BBA
Course Development (Full-Stack Development With Next.js 13),Selfcode Academy,Work From Home,Immediately,6,8000,Yes,Onsite,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",19-11-25,BCA
Online Bidder Business Development Associate,Mindfull Junkies,Work From Home,Immediately,6,7000,Yes,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",10-09-25,BCA
Ecommerce Sales Executive,Arihant Enterprises,Mumbai,Immediately,6,12000,Yes,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication, E-commerce Management, Product Listing",20-11-25,MCom
"SEO, SEM And WordPress",ARIRA BuildTech Private Limited,Delhi,Immediately,6,10000,No,Hybrid,Urban,Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization, Digital Marketing, SEO/SEM",29-09-25,MA
French Training,Kshitiksha Foundation,Work From Home,Immediately,6,Unpaid,No,Hybrid,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",07-10-25,BTech
Electrical & Power Electronics,Energize Technologies,Coimbatore,Immediately,6,3000,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",09-11-25,BCom
Content Writing,Global Media Next,Work From Home,Immediately,6,5000,No,Remote,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",05-11-25,MSc
Business Development (Sales),Weboin Technologies Private Limited,Chennai,Immediately,6,15000,Yes,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",30-09-25,BSc
Finance,Goaler Web Solutions,Work From Home,Immediately,6,4500,No,Hybrid,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",15-10-25,MCom
Content Writing (Psychology),Digital Ipsum,Work From Home,Immediately,6,4000,Yes,Remote,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",17-10-25,PhD
Marketing,Marketing Czars,Work From Home,Immediately,6,15000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",09-11-25,BBA
Law/Legal,Origin Law Labs Private Limited,Chennai,Immediately,6,5000,Yes,Hybrid,Rural,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",14-09-25,PhD
Fundraising,Kshitiksha Foundation,Work From Home,Immediately,6,Unpaid,No,Remote,Urban,Operations & Support,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",07-11-25,BSc
Social Media Marketing,Eduminatti,Work From Home,Immediately,6,10000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",11-09-25,MBA
Content Writing,Eduminatti,Work From Home,Immediately,6,12000,No,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",10-11-25,MSc
Fundraising,Willow,Work From Home,Immediately,6,30000,No,Hybrid,Urban,Operations & Support,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",14-11-25,MSc
Digital Marketing,Eduminatti,Work From Home,Immediately,6,8000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",14-10-25,BA
Business Analytics,Smollan India Private Limited,Work From Home,Immediately,6,10000,Yes,Hybrid,Rural,Research & Strategy,"Python, Data Analysis, SQL, Statistics, Data Visualization",14-09-25,BSc
Aerospace Engineering,Huezone Solutions Pte. Ltd.,Delhi,Immediately,6,10000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",14-11-25,BCom
Sales,Ingenious Solutions,Work From Home,Immediately,6,2000,Yes,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",02-10-25,BBA
Software Development & Testing (QA),CrescoWorks,Coimbatore,Immediately,6,3000,No,Hybrid,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",25-11-25,BCA
Content Development (English),The Inner Journey - Yoga Lab For Athletes,Bangalore,Immediately,6,3000,Yes,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",11-09-25,BTech
Graphic Design,WeirdNotion,Work From Home,Immediately,6,1000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",16-09-25,BBA
Sales,Adtitude Digital,Work From Home,Immediately,6,16000,Yes,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",20-10-25,MCom
Account Coordination,Naarg Data Media Services,Work From Home,Immediately,6,5000,No,Remote,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",16-10-25,MCom
Event Management,Victor Tango Entertainment Private Limited,Mumbai,Immediately,6,6000,Yes,Remote,Rural,Operations & Support,"Event Planning, Coordination, Communication, PR",01-12-25,BBA
Fashion Consultant,TrendMentor,Work From Home,Immediately,6,5000,No,Remote,Rural,Marketing,"Consulting, Problem Solving, Communication, Analysis",09-10-25,BCom
Content Writing,"The Algorithm (Denver, United States)",Work From Home,Immediately,6,10000,No,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",21-11-25,MTech
Business Development (Sales),MM Agencyz,Delhi,Immediately,6,3000,No,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",24-10-25,BTech
Social Media Marketing,Rover Writing Instruments,Mumbai,Immediately,6,5000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",22-10-25,BA
RPA Development (UiPath Certified Professional),Lykiq Labs,Work From Home,Immediately,6,3000,No,Remote,Urban,Design,"UI Design, UX Research, Figma, Prototyping, PR Strategy, Media Relations",22-09-25,BSc
Python Django Development,Cycatz,Bangalore,Immediately,6,10000,Yes,Hybrid,Urban,Research & Strategy,"Python, APIs, Django/Flask, Data Analysis, Machine Learning",11-09-25,MTech
Fundraising,Jankalyan Multipurpose Education Society,Work From Home,Immediately,6,Unpaid,Yes,Hybrid,Rural,Operations & Support,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",29-10-25,MTech
Graphic Design (Branding),Design Square Root,Work From Home,Immediately,6,6000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",02-12-25,BCom
Audiologist,Sanskara Hearing,Mumbai,Immediately,6,30000,No,Remote,Rural,Research,"Communication, MS Excel, Research",19-10-25,BCom
Quality Assurance,Quizzy,Work From Home,Immediately,6,3000,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",18-11-25,BBA
Business Development (Sales),YuppTV,Work From Home,Immediately,6,18000,No,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",22-09-25,MCA
Business Development (Sales),TruLOCAL India Private Limited,Bangalore,Immediately,6,2000,Yes,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",12-10-25,MTech
Video Making/Editing,The Ishtehaar,Work From Home,Immediately,6,5000,Yes,Remote,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",18-09-25,MA
Quality Assurance (Content),Quizzy,Work From Home,Immediately,6,8000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",17-10-25,MTech
Academic Content Quality Assurance,Quizzy,Work From Home,Immediately,6,8000,No,Hybrid,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",18-10-25,BBA
Flutter Development,Aha Classes,Work From Home,Immediately,6,3000,No,Onsite,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",08-10-25,MCA
Content Writing,Organic Spice Box,Work From Home,Immediately,6,500,Yes,Hybrid,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",28-10-25,PhD
"Service Engineers, Marketing, On Site Engineers",Partap Peripherals Solutions,Chandigarh,Immediately,6,2500,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",02-10-25,MBA
Human Resources (HR),ConsultAdd Inc,Pune,Immediately,6,25000,No,Onsite,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",10-09-25,MBA
User Interfaces And Experiences (UIX),"Expertel SA - Proceedit (Barcelona, Espa̱a)",Work From Home,Immediately,6,1000,Yes,Hybrid,Rural,Design,"UI Design, UX Research, Figma, Prototyping",14-10-25,BA
Travel Sales And Operations,Velvet Triip,Delhi,Immediately,6,10000,Yes,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",11-09-25,MBA
Website And SEO Management,"Expertel SA - Proceedit (Barcelona, Espa̱a)",Work From Home,Immediately,6,1000,Yes,Hybrid,Rural,Web Development,"SEO, Keyword Research, Google Analytics, Content Optimization",04-12-25,MBA
"BIA (Big Data, IoT And Analytics)","Expertel SA - Proceedit (Barcelona, Espa̱a)",Work From Home,Immediately,6,1000,Yes,Onsite,Urban,Research & Strategy,"Python, Data Analysis, SQL, Statistics, Data Visualization",22-09-25,MTech
Human Resources (HR),Sociology King,Work From Home,Immediately,6,1000,Yes,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",19-10-25,MBA
Stock Exchange,Team Work Financial Solution Services,Work From Home,Immediately,6,1000,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",30-09-25,MBA
Equity Research,Team Work Financial Solution Services,Work From Home,Immediately,6,1000,Yes,Hybrid,Rural,Research & Strategy,"UI Design, UX Research, Figma, Prototyping, Research, Data Analysis",02-10-25,BA
Football Event Management,Karnataka State Football Association,Bangalore,Immediately,6,10000,Yes,Hybrid,Rural,Operations & Support,"Event Planning, Coordination, Communication, PR",08-11-25,BBA
Business Development (Sales),Learnopedia Services Private Limited,Pune,Immediately,6,10000,Yes,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",18-09-25,BTech
D2C Growth & Social Media,Kadrio,Work From Home,Immediately,6,2000,No,Onsite,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",03-10-25,BBA
Graphic Design,Eduminatti,Work From Home,Immediately,6,8000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",13-11-25,BBA
UI/UX Design,Eduminatti,Work From Home,Immediately,6,10000,Yes,Remote,Rural,Design & Creative,"UI Design, UX Research, Figma, Prototyping",17-11-25,MBA
Video Making/Editing,Eduminatti,Work From Home,Immediately,6,12000,No,Hybrid,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",18-10-25,BBA
Video Editing (After Effects),Maheen Jain,Work From Home,Immediately,6,15000,No,Hybrid,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",11-09-25,MBA
Operations,Eduminatti,Work From Home,Immediately,6,12000,No,Remote,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",11-11-25,BBA
Human Resources (HR),Eduminatti,Work From Home,Immediately,6,12000,No,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",11-11-25,MCom
Web Development,Eduminatti,Work From Home,Immediately,6,12000,Yes,Remote,Rural,Web Development,"HTML, CSS, JavaScript, React",15-09-25,MSc
WordPress Development,Contentlane,Work From Home,Immediately,6,5000,No,Onsite,Rural,Web Development,"PR Strategy, Media Relations, Communication, Writing",22-11-25,MTech
Research Analytics,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6,1000,Yes,Onsite,Rural,Research & Strategy,"Python, Data Analysis, SQL, Statistics, Data Visualization, Research",10-11-25,BTech
Digital Marketing,WhaSeLiya,Work From Home,Immediately,6,1000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",12-09-25,BA
Onboarding Management,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6,1000,No,Hybrid,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",25-11-25,BCom
Content Writing,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6,1000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",01-10-25,MTech
Business Project Management,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6,1000,No,Remote,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",17-10-25,MBA
Flutter Development,BELAKHEDA UDAY BHARTI SAMAJ KALYAN SAMITEE,Work From Home,Immediately,6,Unpaid,No,Hybrid,Rural,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",27-11-25,BSc
