title,company_name,location,start_date,duration,stipend,ppo,work_mode,region,domain,skills,deadline,degree
Business Development (Sales),Edugenskill,Work From Home,Immediately,3,1000,No,Hybrid,Urban,Data Analyst,"Machine Learning, Digital Marketing, Python",27-10-25,BTech
Empowering Social Entrepreneurs,NayePankh Foundation,Work From Home,Immediately,3,Unpaid,Yes,Remote,Rural,Design,"Excel, Python, Data Analysis",16-10-25,MCA
PR & Marketing,Niyogi Books,Delhi,Immediately,3,10000,Yes,Remote,Rural,Data Scientist,"Machine Learning, Data Analysis, Excel, Python",20-11-25,PhD
Guest Relations Management,Ukiyo Stays,Mumbai,Immediately,3,8000,Yes,Onsite,Urban,Data Scientist,"Python, Excel, Data Analysis, Communication, C++",19-09-25,MBA
Business Development (Sales),Ukiyo Stays,Mumbai,Immediately,3,8000,No,Onsite,Urban,Finance,"Data Analysis, HTML/CSS, Java, C++",02-10-25,MBA
Customer Service Executive,Nytarra Naturals,Delhi,Immediately,3,7000,No,Hybrid,Rural,HR,"Excel, Python, HTML/CSS, C++",01-12-25,BTech
Content Management,Rizzle,Hyderabad,Immediately,3,15000,No,Remote,Rural,Software Development,"HTML/CSS, Data Analysis, Project Management, Java, Machine Learning",19-10-25,PhD
Script Writing (Non-Fiction),Purani Dili Talkies LLP,Delhi,Immediately,3,10000,Yes,Onsite,Urban,Finance,"Python, Data Analysis, Digital Marketing, HTML/CSS, Project Management",03-11-25,MCA
Copywriting And Reel Creation,Internshala,Gurgaon,Immediately,3,18000,Yes,Remote,Urban,Marketing,"Communication, Data Analysis, Digital Marketing",04-10-25,BCA
Operations,Solution Graph,Work From Home,Immediately,3,2000,Yes,Onsite,Rural,Marketing,"Java, Project Management, Machine Learning, Data Analysis, HTML/CSS",04-12-25,MTech
E-commerce Executive,Ayurveda House Private Limited,Delhi,Immediately,3,6000,No,Hybrid,Urban,Data Analyst,"Java, HTML/CSS, Machine Learning, Data Analysis, Digital Marketing",03-11-25,BCA
Operations,SuperTails,Bangalore,Immediately,3,10000,Yes,Remote,Rural,Research,"SQL, Python, Communication, Excel",04-12-25,MTech
Marketing,Aero Armour,Kolkata,Immediately,3,5000,Yes,Remote,Rural,Software Development,"Project Management, C++, Digital Marketing, Java, SQL",27-09-25,BCA
Inside Sales,Filosha Infotech Private Limited,Bangalore,Immediately,3,10000,Yes,Onsite,Urban,Marketing,"C++, Digital Marketing, Data Analysis, Java",27-10-25,BSc
Social Media Marketing,Jalan Distributors & Company,Kolkata,Immediately,3,7000,Yes,Remote,Urban,Data Scientist,"SQL, Communication, C++, Data Analysis",17-10-25,MTech
Business Development,Pro India,Work From Home,Immediately,3,1000,Yes,Onsite,Rural,Finance,"HTML/CSS, Python, C++, Communication",14-09-25,MCA
Search Engine Optimization (SEO),RankItRight Media,Bangalore,Immediately,3,15000,Yes,Hybrid,Urban,Research,"C++, Java, Excel, Machine Learning, SQL",03-12-25,MCA
Social Media Marketing,9Heaven,Delhi,Immediately,3,5000,Yes,Remote,Rural,Finance,"HTML/CSS, Excel, Communication, Machine Learning, Java",08-10-25,BSc
Strategy And Development,OpeninApp,Bangalore,Immediately,3,15000,Yes,Hybrid,Urban,HR,"Project Management, Java, Data Analysis, Excel, SQL",16-11-25,MCA
Telecalling,Virgo Communications & Exhibitions Private Limited,Bangalore,Immediately,3,15000,Yes,Remote,Urban,Software Development,"SQL, Digital Marketing, Communication, Excel, C++",27-09-25,BSc
Category Management,SuperTails,Bangalore,Immediately,3,15000,No,Remote,Urban,Research,"Digital Marketing, Machine Learning, HTML/CSS, C++, SQL",20-09-25,PhD
Human Resources (HR),Aaptatt,Gurgaon,Immediately,3,5000,Yes,Hybrid,Rural,Research,"HTML/CSS, Communication, Project Management, SQL, Machine Learning",23-11-25,MCA
Customer Support,ChangeJar Technologies Private Limited,Bangalore,Immediately,3,12000,No,Onsite,Urban,Data Analyst,"Machine Learning, Python, Java, Project Management, C++",12-11-25,BCA
Digital Marketing,RechargeZap,Delhi,Immediately,3,5000,No,Hybrid,Urban,HR,"Excel, Machine Learning, Digital Marketing, Java, Communication",15-09-25,MTech
Graphic Design,DeadAnt Media Private Limited,Mumbai,Immediately,3,10000,Yes,Remote,Rural,Data Analyst,"Java, Digital Marketing, Excel, SQL",27-11-25,MBA
Marketing,SkilloVilla Technologies Private Limited,Bangalore,Immediately,3,25000,Yes,Remote,Urban,Design,"SQL, Data Analysis, Machine Learning, Digital Marketing, Java",05-10-25,BTech
Management (Work From Office),Gloval International,Mumbai,Immediately,3,8000,Yes,Hybrid,Urban,HR,"Python, Digital Marketing, C++",27-10-25,MTech
Social Work,InAmigos Foundation,Work From Home,Immediately,3,Unpaid,No,Onsite,Rural,HR,"Excel, Machine Learning, Communication",30-11-25,MCA
Social Media Community Building,Hyperreality Technologies,Bangalore,Immediately,3,10000,Yes,Hybrid,Urban,Marketing,"SQL, Digital Marketing, Communication, Python",25-11-25,BTech
Search Engine Optimization (SEO),OpeninApp,Bangalore,Immediately,3,25000,No,Onsite,Urban,Research,"Java, HTML/CSS, Communication, C++",19-09-25,BTech
Sales CRM,3 Productions Wedding Planning & D̩cor LLP,Bangalore,Immediately,3,15000,Yes,Hybrid,Rural,Research,"SQL, Python, Machine Learning, Excel, Java",26-10-25,PhD
Content Writing,RankItRight Media,Bangalore,Immediately,3,25000,No,Remote,Urban,Design,"Digital Marketing, Data Analysis, Python",26-10-25,BTech
Digital Marketing,Evenly Clinic,Bangalore,Immediately,3,8000,No,Remote,Rural,HR,"C++, Data Analysis, Python, HTML/CSS, Communication",15-10-25,BSc
Fundraising,Muskurahat Foundation,Work From Home,Immediately,3,5000,No,Onsite,Urban,Research,"Excel, Data Analysis, Digital Marketing",29-11-25,PhD
Youtube Management,SVF Entertainment Private Limited,Kolkata,Immediately,3,8000,Yes,Remote,Rural,HR,"Excel, Project Management, Data Analysis",19-10-25,PhD
Digital Marketing,Able Jobs,Bangalore,Immediately,3,12000,Yes,Onsite,Rural,Data Analyst,"Communication, Project Management, Machine Learning, Data Analysis",26-11-25,MBA
Crowdfunding,Muskurahat Foundation,Work From Home,Immediately,3,5000,No,Remote,Urban,Marketing,"Data Analysis, SQL, C++, Python, Digital Marketing",15-11-25,MBA
Social (Fundraising),Muskurahat Foundation,Work From Home,Immediately,3,5000,Yes,Remote,Urban,Research,"C++, Communication, Excel, Digital Marketing, Data Analysis",25-10-25,BCA
Operations,GEMA Education Technology Private Limited,Work From Home,Immediately,3,1000,Yes,Hybrid,Urban,Marketing,"Java, Excel, Python, Machine Learning",07-12-25,MCA
Business Development (Sales),{igebra.ai}math++,Hyderabad,Immediately,6,10000,Yes,Hybrid,Rural,Finance,"SQL, Machine Learning, Project Management, Python",01-12-25,MCA
Celebrity Onboarding,Tring,Mumbai,Immediately,6,10000,No,Onsite,Urban,Finance,"Project Management, Digital Marketing, Python, Communication",24-10-25,MCA
Mental Health Helpline Crisis Counseling,Vandrevala Foundation,Work From Home,Immediately,6,Unpaid,No,Onsite,Rural,Finance,"Java, Excel, Communication, Data Analysis",31-10-25,MCA
Volunteering,Muskurahat Foundation,Work From Home,Immediately,6,5000,Yes,Hybrid,Rural,Data Analyst,"Machine Learning, Python, Java, Digital Marketing, Data Analysis",19-11-25,BTech
Social Media Sales,Remole Products Private Limited,Hyderabad,Immediately,6,18000,Yes,Remote,Urban,Research,"Digital Marketing, Communication, Python, Excel, Data Analysis",14-11-25,MBA
Interior Design,Atelier Astil,Bangalore,Immediately,6,5000,No,Remote,Rural,HR,"Java, Project Management, Communication, SQL",12-09-25,BSc
Recruitment,Simplify Solutions,Guntur,Immediately,6,5000,No,Remote,Rural,Finance,"Java, Python, HTML/CSS, Machine Learning, Digital Marketing",26-09-25,MCA
E-commerce Executive,Axe Consultancy And Security Services LLC,Work From Home,Immediately,6,3000,Yes,Remote,Rural,Software Development,"Machine Learning, Java, Data Analysis",17-11-25,BCA
Marketing And Sales,Gloval International,Mumbai,Immediately,6,8000,No,Onsite,Rural,HR,"Digital Marketing, C++, Data Analysis",09-11-25,BSc
Video Editing & Voiceover,Warewe Consultancy Private Limited,Work From Home,Immediately,6,3000,No,Onsite,Urban,Software Development,"Java, C++, Project Management, HTML/CSS",28-11-25,MTech
Project Management/Operations Management,3 Productions Wedding Planning & D̩cor LLP,Bangalore,Immediately,6,15000,Yes,Onsite,Urban,Finance,"Machine Learning, HTML/CSS, Python, Communication, Data Analysis",23-09-25,PhD
WordPress Development,Zeppstr,Bangalore,Immediately,6,5000,No,Remote,Rural,Marketing,"Python, Excel, Machine Learning, Project Management, Digital Marketing",10-10-25,MTech
Business Development (Sales),Brihat Infotech Private Limited,Work From Home,Immediately,6,2000,Yes,Onsite,Rural,Marketing,"Digital Marketing, C++, HTML/CSS, Excel",03-10-25,BCA
Social Entrepreneurship,Pawzz,Work From Home,Immediately,6,1500,Yes,Remote,Rural,Data Scientist,"Java, SQL, Communication, HTML/CSS",28-10-25,BSc
Lead Generation,Hex Wireless Private Limited,Work From Home,Immediately,6,10000,No,Remote,Rural,Marketing,"HTML/CSS, Excel, Machine Learning, Java",22-11-25,PhD
Virtual Charity Drive,Pawzz,Work From Home,Immediately,6,1500,No,Remote,Urban,Software Development,"Java, Project Management, Excel",27-09-25,MCA
Nest Js And Backend Development,Trivy Technologies Private Limited,Noida,Immediately,6,5000,Yes,Hybrid,Urban,HR,"C++, Machine Learning, HTML/CSS, Java",17-10-25,PhD
Operations,Pawzz,Gurgaon,Immediately,6,10000,No,Onsite,Urban,HR,"C++, SQL, Data Analysis",22-09-25,BTech
Teaching,Scope For Change,Delhi,Immediately,6,5000,No,Onsite,Rural,Finance,"Machine Learning, Project Management, Excel, SQL",23-09-25,BTech
Business Development (Sales),OyeLabs,Work From Home,Immediately,6,10000,No,Onsite,Rural,Software Development,"Machine Learning, C++, Digital Marketing, Excel, Python",18-11-25,BSc
Human Resources (HR),Ayurveda House Private Limited,Delhi,Immediately,6,8000,No,Onsite,Urban,Marketing,"Communication, Data Analysis, Digital Marketing",15-10-25,MCA
Subject Matter Expert (Operations Management),Innovalance Learning Systems,Work From Home,Immediately,6,10000,Yes,Hybrid,Rural,Marketing,"Excel, C++, Digital Marketing",06-11-25,MBA
Crowdfunding,Pawzz,Work From Home,Immediately,6,1000,Yes,Remote,Rural,Design,"Java, HTML/CSS, Machine Learning",28-11-25,MBA
Online Marketing,Epicminds Information Technology,Work From Home,Immediately,6,1000,Yes,Onsite,Rural,HR,"Communication, Excel, Digital Marketing",12-10-25,BSc
Strategy,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6,1000,No,Hybrid,Rural,Design,"Excel, HTML/CSS, SQL",31-10-25,MTech
Talent Acquisition,Filosha Infotech Private Limited,Bangalore,Immediately,6,12000,No,Hybrid,Rural,Finance,"Java, Machine Learning, C++",06-11-25,MTech
Legal,Gloval International,Mumbai,Immediately,6,8000,No,Onsite,Rural,Research,"Machine Learning, Digital Marketing, Communication",01-12-25,MTech
Law/Legal,Robocapital,Mumbai,Immediately,6,7000,Yes,Onsite,Rural,Data Scientist,"C++, Machine Learning, Data Analysis, Excel, Java",13-11-25,MBA
US IT Recruitment,Epicminds Information Technology,Bangalore,Immediately,6,10000,No,Onsite,Urban,Research,"Java, Excel, Communication",26-09-25,BCA
Marketing & Growth,Vurse,Work From Home,Immediately,6,4000,No,Remote,Urban,Finance,"Python, Java, Data Analysis, Project Management",27-10-25,BCA
History (Subject Matter Expert),HaZZten,Work From Home,Immediately,6,10000,Yes,Hybrid,Urban,Design,"Communication, Data Analysis, Machine Learning, Project Management, Python",27-11-25,BSc
HR (Talent Acquisition),Addnode India Private Limited,Pune,Immediately,6,10000,Yes,Hybrid,Rural,Finance,"Communication, SQL, Excel, HTML/CSS",02-12-25,PhD
Graphic Design,Seven Seas Hospitality,Delhi,Immediately,6,5000,No,Onsite,Rural,Design,"Communication, HTML/CSS, Excel",27-10-25,MCA
Human Resources (HR),Careers360,Delhi,Immediately,6,15000,Yes,Onsite,Urban,Data Scientist,"Project Management, Machine Learning, Java, Communication, Data Analysis",23-10-25,PhD
iOS App Development,Xeta Analytics Private Limited,Work From Home,Immediately,6,8000,Yes,Onsite,Rural,Software Development,"C++, Digital Marketing, Data Analysis",16-11-25,MBA
Social Cause,Pawzz,Work From Home,Immediately,6,1500,No,Onsite,Rural,Data Analyst,"Machine Learning, HTML/CSS, SQL",15-10-25,BSc
Fundraising Volunteering,Odisha Development Management Programme (ODMP),Work From Home,Immediately,6,225,Yes,Remote,Urban,Finance,"C++, Data Analysis, Python, SQL",02-12-25,MBA
Videography & Photography,Esquare Lifestyle,Bangalore,Immediately,6,12000,Yes,Remote,Rural,Design,"Digital Marketing, Python, Java",14-10-25,MCA
Meme Creation,Koncept Klear Edtech Private Limited,Work From Home,Immediately,6,5000,No,Onsite,Rural,Data Scientist,"SQL, C++, Digital Marketing, Python, Java",18-10-25,MCA
Sales,Edugenskill,Work From Home,Immediately,6,1000,Yes,Remote,Urban,Design,"SQL, Python, Excel, Communication",02-11-25,BCA
Lead Generation,Qriocity Ventures Private Limited,Work From Home,Immediately,6,10000,Yes,Hybrid,Urban,Finance,"Machine Learning, Digital Marketing, Excel, Java, C++",01-11-25,MBA
Sales,Anmol Kohli,Work From Home,Immediately,6,5000,Yes,Hybrid,Urban,Data Analyst,"Communication, Excel, Java, SQL, C++",15-11-25,MBA
Business Development (Sales),Yog Love,Work From Home,Immediately,6,6000,No,Onsite,Urban,Finance,"Digital Marketing, Communication, C++, Machine Learning",23-09-25,PhD
Infographics - Assame/Gujarathi/Punjabi,Nettv4u,Work From Home,Immediately,6,5000,Yes,Remote,Urban,Software Development,"Data Analysis, C++, Machine Learning, Digital Marketing",22-11-25,MCA
Stock Market Research,Goaler Web Solutions,Work From Home,Immediately,6,2000,Yes,Hybrid,Rural,HR,"SQL, Machine Learning, Digital Marketing, Data Analysis, Project Management",05-12-25,MCA
Investor Management - Trainee,Tyke Technology Private Limited,Mumbai,Immediately,6,6000,Yes,Remote,Urban,Marketing,"HTML/CSS, Machine Learning, Communication, Data Analysis",19-11-25,PhD
Sales,Relinns Technologies,Mohali,Immediately,6,8000,No,Hybrid,Urban,Finance,"Project Management, Java, HTML/CSS, Machine Learning, Python",25-10-25,MTech
Payroll,BookMyShow,Mumbai,Immediately,6,7500,Yes,Onsite,Rural,Marketing,"HTML/CSS, Data Analysis, Project Management",22-10-25,BCA
Market Survey Vishakapatnam To Vijayawada,Petfolk,Rajampet,Immediately,6,10000,Yes,Remote,Rural,HR,"SQL, Python, C++, Digital Marketing",11-11-25,BCA
Search Engine Optimization (SEO),FavTutor,Work From Home,Immediately,6,3000,No,Hybrid,Rural,Software Development,"HTML/CSS, Python, Project Management, Data Analysis",17-10-25,BSc
Party Styling And Content Creation,Bunny Bash Events & Rentals,Panjim,Immediately,6,5000,Yes,Hybrid,Rural,Data Scientist,"Communication, Machine Learning, Java, Digital Marketing, C++",24-10-25,BTech
Front End Development,Trivy Technologies Private Limited,Noida,Immediately,6,2000,Yes,Hybrid,Urban,Software Development,"Java, HTML/CSS, Machine Learning",21-10-25,MCA
Business Development (Sales),Edugenskill,Work From Home,Immediately,6,1000,No,Remote,Urban,Data Analyst,"HTML/CSS, Excel, Digital Marketing, Python, SQL",04-11-25,MTech
Teaching (Scratch Coding),GEMA Education Technology Private Limited,Work From Home,Immediately,6,2000,No,Hybrid,Urban,Software Development,"SQL, Java, HTML/CSS",22-09-25,PhD
Operations,One Root,Thalavadi,Immediately,6,15000,No,Remote,Urban,Software Development,"Python, Machine Learning, HTML/CSS",08-10-25,MTech
Customer Success,Relinns Technologies,Mohali,Immediately,6,10000,No,Remote,Urban,Finance,"Machine Learning, Project Management, Communication",21-10-25,BCA
Grant/Investment Pitch Deck Making (VCs & Angels),DataSkience OPC Private Limited,Work From Home,Immediately,6,5000,No,Remote,Urban,Data Scientist,"Communication, Java, Machine Learning",05-11-25,MTech
Digital Marketing (SMM),Skylark Overseas Education,Work From Home,Immediately,6,5000,Yes,Hybrid,Rural,HR,"SQL, Machine Learning, Project Management, Data Analysis",16-09-25,MBA
Business Development,Relinns Technologies,Mohali,Immediately,6,8000,No,Hybrid,Urban,Finance,"Communication, Data Analysis, Project Management",24-10-25,PhD
Content Writing,Bilateral Solutions Private Limited,Mandi,Immediately,6,12000,No,Remote,Rural,Design,"C++, Excel, Digital Marketing, HTML/CSS, Java",04-11-25,BTech
FundFair Operations,Pawzz,Work From Home,Immediately,6,1000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, Data Analysis, Excel, HTML/CSS, SQL",14-09-25,PhD
Social Media Marketing,Epicminds Information Technology,Work From Home,Immediately,6,1000,No,Onsite,Rural,Design,"Communication, Python, HTML/CSS, Excel, C++",28-11-25,PhD
Social Work,Pawzz,Work From Home,Immediately,6,1500,Yes,Remote,Urban,Data Analyst,"HTML/CSS, Java, Communication, Project Management, Python",22-09-25,MTech
Event Management,Peppermint Communications Private Limited,Ulhasnagar,Immediately,6,12000,No,Onsite,Urban,Data Scientist,"Digital Marketing, HTML/CSS, Project Management, Java",29-10-25,BTech
Link Building,Addictive Media,Work From Home,Immediately,6,7000,Yes,Remote,Urban,Marketing,"Python, Java, Data Analysis",19-09-25,MBA
Content Presenting - Business,DataSkience OPC Private Limited,Work From Home,Immediately,6,5000,Yes,Remote,Rural,Design,"Data Analysis, Excel, Java, C++",01-10-25,MTech
Business Development,Pawzz,Work From Home,Immediately,6,1500,No,Onsite,Rural,Finance,"C++, SQL, Communication, Digital Marketing",21-09-25,PhD
Teaching Arabic,GEMA Education Technology Private Limited,Work From Home,Immediately,6,2000,No,Onsite,Urban,Data Analyst,"Excel, Project Management, C++, SQL",28-10-25,MCA
Creative Operations,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6,1000,Yes,Remote,Urban,Data Analyst,"Machine Learning, Digital Marketing, Data Analysis, Communication",24-10-25,BSc
Social Media Marketing,TechWhoop,Work From Home,Immediately,6,3001,No,Remote,Urban,Software Development,"Digital Marketing, SQL, Python",09-11-25,MTech
Video Editing,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6,1000,No,Remote,Urban,Finance,"Data Analysis, C++, Digital Marketing, Java, SQL",01-11-25,MTech
Market Research,Agile Parking Solutions Private Limited,Jabalpur,Immediately,6,18000,No,Remote,Rural,Software Development,"Project Management, Machine Learning, Data Analysis, HTML/CSS",17-11-25,BCA
Digital Marketing,Relinns Technologies,Mohali,Immediately,6,8000,Yes,Hybrid,Rural,Design,"Machine Learning, SQL, Excel, C++, Project Management",26-09-25,BCA
Volunteering,Pawzz,Work From Home,Immediately,6,1000,Yes,Onsite,Urban,Data Analyst,"Python, Java, C++, Digital Marketing, Excel",24-10-25,BTech
UPSC Creative Content Curation,Lawtech,Work From Home,Immediately,6,6000,No,Hybrid,Rural,Data Scientist,"Project Management, Communication, Excel, Python",16-10-25,PhD
